student_id,age,gender,year_of_study,field_of_study,stress_level,anxiety_score,sleep_hours,sleep_quality,mood_rating,daily_screen_time_hrs,screen_time_before_sleep,daily_social_media_hours,platform_usage,physical_activity,social_interaction_level,study_hours_per_day,class_attendance_pct,exam_score,GPA,academic_performance
964,22,Male,4,Science,7,7,6.9,3.0,4.0,4.3,2.5,,Both,2.8,6.1,1.8,75.2,50.5,2.48,52.2
965,21,Female,1,Engineering,5,5,7.0,3.0,6.0,3.1,1.0,2.5,TikTok,4.3,8.2,3.4,83.7,75.0,2.77,67.7
966,23,Female,2,Computer Science,6,8,6.3,2.0,5.0,2.8,0.2,2.9,TikTok,2.2,6.8,5.3,72.3,74.9,2.35,68.6
967,20,Female,2,Science,6,6,5.0,2.0,5.0,0.7,0.1,1.2,Instagram,3.5,7.3,2.5,84.5,63.5,2.06,59.7
968,24,Male,1,Science,4,3,9.0,5.0,9.0,2.7,0.7,,TikTok,4.8,8.2,4.6,96.6,76.8,3.37,89.2
969,21,Female,3,Arts,8,8,5.3,1.0,4.0,4.4,2.0,4.4,Instagram,4.2,6.1,1.9,81.1,41.5,2.03,45.6
970,19,Female,1,Business,6,5,7.2,3.0,5.0,6.2,1.8,4.4,Both,2.3,4.7,2.9,84.0,67.6,2.27,55.7
971,21,Female,2,Arts,5,5,7.6,3.0,7.0,1.8,0.3,2.7,Both,4.8,6.9,3.2,78.0,66.9,3.09,72.0
972,20,Female,2,Engineering,5,6,5.7,1.0,6.0,4.2,0.8,2.4,Instagram,4.1,6.1,1.6,77.0,55.3,2.52,62.5
973,22,Male,3,Computer Science,5,6,7.4,3.0,6.0,4.7,2.2,4.0,TikTok,3.9,,3.5,79.2,75.5,,66.8
974,20,Female,3,Other,4,3,6.9,3.0,7.0,2.6,1.3,0.5,None,3.2,6.7,2.3,82.4,55.9,3.42,72.5
975,20,Male,1,Arts,7,8,8.5,4.0,5.0,4.1,2.3,3.4,Instagram,3.0,6.5,2.5,88.0,72.2,2.2,60.5
976,18,Male,1,Other,7,6,5.9,2.0,4.0,4.8,1.4,4.0,TikTok,2.3,4.2,4.2,65.0,66.2,2.42,67.2
977,20,Female,3,Engineering,7,4,4.7,1.0,1.0,5.8,2.4,3.7,Both,0.9,6.0,1.9,66.5,57.0,,56.3
978,18,Female,2,Business,9,8,5.6,2.0,4.0,4.0,2.1,4.2,TikTok,2.6,4.2,0.6,67.4,44.8,1.54,38.5
979,18,Other,4,Business,4,4,5.9,3.0,6.0,3.5,0.6,0.5,None,3.7,,3.7,73.7,76.4,3.27,77.5
980,22,Female,4,Business,6,7,6.0,2.0,6.0,1.6,0.3,2.0,Instagram,4.1,7.7,2.3,80.1,50.7,2.37,53.0
981,22,Female,4,Science,4,6,5.5,3.0,6.0,3.6,1.3,1.6,Instagram,5.6,7.4,3.3,81.1,78.8,2.6,64.6
982,22,Female,2,Science,6,6,4.4,2.0,4.0,2.0,0.0,2.9,Both,2.5,6.4,,80.6,51.2,2.08,49.0
983,19,Female,2,Engineering,7,8,6.8,2.0,5.0,4.9,1.4,2.3,Both,2.8,5.9,3.5,75.2,60.5,1.72,44.6
984,21,Male,3,Science,4,5,8.3,3.0,7.0,4.6,1.6,2.3,TikTok,4.4,5.9,4.0,,78.1,3.33,84.2
985,21,Male,2,Engineering,5,6,6.9,2.0,6.0,3.0,1.2,2.2,Instagram,1.7,5.9,2.0,81.2,65.5,2.81,71.7
986,19,Male,1,Arts,3,4,7.2,4.0,8.0,1.9,0.0,2.6,TikTok,4.1,8.8,3.9,71.5,79.1,2.5,68.9
987,24,Female,4,Engineering,7,8,6.8,2.0,6.0,4.8,2.4,3.0,Both,2.9,6.3,4.9,67.8,75.2,2.67,71.3
988,22,Male,4,Engineering,5,6,6.4,3.0,6.0,3.7,1.4,2.7,TikTok,3.4,4.6,2.2,83.5,75.7,,66.2
989,21,Male,2,Business,6,5,7.4,4.0,5.0,3.7,1.5,2.5,TikTok,4.6,4.5,3.8,84.7,62.9,2.87,70.4
990,21,Male,1,Business,4,2,7.1,,6.0,3.4,1.3,1.4,Instagram,2.9,4.7,3.8,83.8,81.2,3.59,93.0
991,21,Other,2,Computer Science,4,5,6.1,1.0,7.0,5.1,1.1,1.0,TikTok,4.7,6.5,3.7,92.3,72.8,2.99,74.7
992,18,Male,3,Business,9,10,5.0,1.0,2.0,5.0,3.0,3.1,TikTok,0.3,6.9,2.7,69.7,59.4,1.81,56.8
993,21,Female,4,Science,7,6,5.6,2.0,4.0,4.7,1.8,2.7,Instagram,1.4,4.5,2.2,83.2,68.0,1.32,49.0
994,20,Male,1,Computer Science,7,6,6.9,3.0,4.0,5.5,0.4,3.0,Both,0.0,7.0,2.6,58.7,60.1,1.95,53.4
995,19,Female,1,Business,9,9,6.1,1.0,4.0,4.7,3.2,3.1,Both,1.3,5.9,1.9,81.2,54.4,1.86,52.4
996,21,Male,4,Engineering,4,5,6.2,3.0,7.0,3.7,1.0,3.7,Both,6.6,7.4,2.2,82.0,74.7,2.8,
997,24,Male,2,Business,5,5,7.1,2.0,6.0,3.3,0.5,3.0,Both,3.7,6.8,3.6,83.2,79.0,2.95,73.9
998,22,Female,2,Computer Science,5,4,7.4,3.0,8.0,2.5,0.0,2.2,TikTok,2.9,7.0,2.8,90.6,78.2,2.92,72.5
999,20,Male,4,Science,3,2,,3.0,8.0,3.8,1.3,2.3,Instagram,4.9,6.2,5.8,,86.1,3.29,84.3
1000,22,Male,1,Science,5,6,6.8,3.0,6.0,,1.4,4.4,Both,4.6,3.4,2.2,81.5,59.5,2.62,56.2
